"","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","count","type","hour","wday","year","month"
"1815","2","0","1","1",25.42,30.305,69,15.0013,187,TRUE,"12","1","2011","4"
"1816","2","0","1","2",25.42,30.305,69,12.998,170,TRUE,"13","1","2011","4"
"1817","2","0","1","1",26.24,30.305,69,15.0013,181,TRUE,"14","1","2011","4"
"1818","2","0","1","1",27.06,31.06,61,12.998,155,TRUE,"15","1","2011","4"
"1819","2","0","1","1",27.06,31.06,61,15.0013,269,TRUE,"16","1","2011","4"
"1820","2","0","1","1",27.06,31.06,65,12.998,537,TRUE,"17","1","2011","4"
"1821","2","0","1","2",26.24,30.305,65,12.998,518,TRUE,"18","1","2011","4"
"1822","2","0","1","2",25.42,30.305,69,8.9981,314,TRUE,"19","1","2011","4"
"1823","2","0","1","2",25.42,30.305,69,8.9981,218,TRUE,"20","1","2011","4"
"1824","2","0","1","2",24.6,29.545,73,7.0015,232,TRUE,"21","1","2011","4"
"1825","2","0","1","2",24.6,29.545,73,0,125,TRUE,"22","1","2011","4"
"1826","2","0","1","2",22.96,26.515,83,12.998,64,TRUE,"23","1","2011","4"
"1827","2","0","1","2",22.96,26.515,83,15.0013,16,TRUE,"0","2","2011","4"
"1828","2","0","1","2",22.96,26.515,78,16.9979,14,TRUE,"1","2","2011","4"
"1829","2","0","1","2",22.96,26.515,78,16.9979,5,TRUE,"2","2","2011","4"
"1830","2","0","1","1",22.14,25.76,83,19.0012,2,TRUE,"3","2","2011","4"
"1831","2","0","1","1",21.32,25,88,15.0013,4,TRUE,"4","2","2011","4"
"1832","2","0","1","1",21.32,25,88,8.9981,14,TRUE,"5","2","2011","4"
"1833","2","0","1","2",21.32,25,94,11.0014,109,TRUE,"6","2","2011","4"
"1834","2","0","1","2",22.14,25.76,88,15.0013,265,TRUE,"7","2","2011","4"
"1835","2","0","1","2",22.96,26.515,83,19.0012,459,TRUE,"8","2","2011","4"
"1836","2","0","1","2",24.6,28.79,78,23.9994,186,TRUE,"9","2","2011","4"
"1837","2","0","1","2",26.24,30.305,69,23.9994,127,TRUE,"10","2","2011","4"
"1838","2","0","1","2",27.06,31.06,65,22.0028,140,TRUE,"11","2","2011","4"
"1839","2","0","1","2",27.88,31.82,61,32.9975,217,TRUE,"12","2","2011","4"
"1840","2","0","1","2",28.7,32.575,58,40.9973,194,TRUE,"13","2","2011","4"
"1841","2","0","1","2",28.7,32.575,58,35.0008,158,TRUE,"14","2","2011","4"
"1842","2","0","1","2",28.7,32.575,58,30.0026,154,TRUE,"15","2","2011","4"
"1843","2","0","1","1",29.52,33.335,54,31.0009,271,TRUE,"16","2","2011","4"
"1844","2","0","1","1",28.7,32.575,54,31.0009,517,TRUE,"17","2","2011","4"
"1845","2","0","1","1",28.7,32.575,48,27.9993,544,TRUE,"18","2","2011","4"
"1846","2","0","1","1",27.88,31.82,57,23.9994,365,TRUE,"19","2","2011","4"
"1847","2","0","1","1",27.06,31.06,61,12.998,290,TRUE,"20","2","2011","4"
"1848","2","0","1","2",26.24,31.06,61,30.0026,225,TRUE,"21","2","2011","4"
"1849","2","0","1","2",23.78,27.275,60,26.0027,113,TRUE,"22","2","2011","4"
"1850","2","0","1","2",22.96,26.515,68,22.0028,62,TRUE,"23","2","2011","4"
"1851","2","0","1","3",21.32,25,77,11.0014,27,TRUE,"0","3","2011","4"
"1852","2","0","1","3",20.5,24.24,82,19.0012,7,TRUE,"1","3","2011","4"
"1853","2","0","1","3",20.5,24.24,82,19.0012,4,TRUE,"2","3","2011","4"
"1854","2","0","1","3",17.22,21.21,88,35.0008,1,TRUE,"3","3","2011","4"
"1855","2","0","1","3",15.58,19.695,94,22.0028,3,TRUE,"4","3","2011","4"
"1856","2","0","1","3",14.76,16.665,87,22.0028,9,TRUE,"5","3","2011","4"
"1857","2","0","1","3",13.94,15.15,93,26.0027,21,TRUE,"6","3","2011","4"
"1858","2","0","1","3",13.94,15.15,93,23.9994,52,TRUE,"7","3","2011","4"
"1859","2","0","1","3",13.94,15.15,93,26.0027,79,TRUE,"8","3","2011","4"
"1860","2","0","1","3",13.94,15.15,93,23.9994,40,TRUE,"9","3","2011","4"
"1861","2","0","1","2",13.94,15.91,93,19.0012,31,TRUE,"10","3","2011","4"
"1862","2","0","1","1",16.4,20.455,82,22.0028,72,TRUE,"11","3","2011","4"
"1863","2","0","1","2",18.04,21.97,62,23.9994,124,TRUE,"12","3","2011","4"
"1864","2","0","1","2",18.86,22.725,59,30.0026,143,TRUE,"13","3","2011","4"
"1865","2","0","1","1",20.5,24.24,51,26.0027,107,TRUE,"14","3","2011","4"
"1866","2","0","1","1",19.68,23.485,51,27.9993,129,TRUE,"15","3","2011","4"
"1867","2","0","1","1",20.5,24.24,45,31.0009,195,TRUE,"16","3","2011","4"
"1868","2","0","1","1",16.4,20.455,71,16.9979,410,TRUE,"17","3","2011","4"
"1869","2","0","1","1",17.22,21.21,67,16.9979,396,TRUE,"18","3","2011","4"
"1870","2","0","1","1",17.22,21.21,58,23.9994,296,TRUE,"19","3","2011","4"
"1871","2","0","1","1",16.4,20.455,62,22.0028,191,TRUE,"20","3","2011","4"
"1872","2","0","1","1",16.4,20.455,62,11.0014,150,TRUE,"21","3","2011","4"
"1873","2","0","1","1",15.58,19.695,62,15.0013,89,TRUE,"22","3","2011","4"
"1874","2","0","1","1",14.76,17.425,62,15.0013,57,TRUE,"23","3","2011","4"
"1875","2","0","1","1",14.76,17.425,66,12.998,27,TRUE,"0","4","2011","4"
"1876","2","0","1","1",13.94,16.665,71,12.998,10,TRUE,"1","4","2011","4"
"1877","2","0","1","1",13.94,15.91,66,15.0013,5,TRUE,"2","4","2011","4"
"1878","2","0","1","1",13.94,15.91,66,16.9979,4,TRUE,"3","4","2011","4"
"1879","2","0","1","1",13.94,15.91,66,16.9979,7,TRUE,"4","4","2011","4"
"1880","2","0","1","1",13.94,15.91,66,16.9979,30,TRUE,"5","4","2011","4"
"1881","2","0","1","1",13.94,15.91,66,16.9979,89,TRUE,"6","4","2011","4"
"1882","2","0","1","1",15.58,19.695,58,16.9979,271,TRUE,"7","4","2011","4"
"1883","2","0","1","1",17.22,21.21,50,16.9979,440,TRUE,"8","4","2011","4"
"1884","2","0","1","1",18.86,22.725,44,19.0012,184,TRUE,"9","4","2011","4"
"1885","2","0","1","1",20.5,24.24,39,19.0012,128,TRUE,"10","4","2011","4"
"1886","2","0","1","1",21.32,25,36,30.0026,148,TRUE,"11","4","2011","4"
"1887","2","0","1","1",21.32,25,34,23.9994,196,TRUE,"12","4","2011","4"
"1888","2","0","1","1",22.14,25.76,30,39.0007,192,TRUE,"13","4","2011","4"
"1889","2","0","1","1",22.14,25.76,28,30.0026,154,TRUE,"14","4","2011","4"
"1890","2","0","1","1",22.96,26.515,26,32.9975,147,TRUE,"15","4","2011","4"
"1891","2","0","1","1",23.78,27.275,24,27.9993,269,TRUE,"16","4","2011","4"
"1892","2","0","1","1",22.96,26.515,26,26.0027,533,TRUE,"17","4","2011","4"
"1893","2","0","1","1",22.96,26.515,26,19.0012,520,TRUE,"18","4","2011","4"
"1894","2","0","1","1",22.14,25.76,28,15.0013,361,TRUE,"19","4","2011","4"
"1895","2","0","1","1",20.5,24.24,34,11.0014,258,TRUE,"20","4","2011","4"
"1896","2","0","1","1",20.5,24.24,36,12.998,180,TRUE,"21","4","2011","4"
"1897","2","0","1","1",19.68,23.485,39,12.998,165,TRUE,"22","4","2011","4"
"1898","2","0","1","1",18.86,22.725,41,12.998,115,TRUE,"23","4","2011","4"
"1899","2","0","1","1",18.04,21.97,44,11.0014,56,TRUE,"0","5","2011","4"
"1900","2","0","1","1",16.4,20.455,62,11.0014,32,TRUE,"1","5","2011","4"
"1901","2","0","1","1",15.58,19.695,62,7.0015,16,TRUE,"2","5","2011","4"
"1902","2","0","1","1",14.76,18.18,71,7.0015,9,TRUE,"3","5","2011","4"
"1903","2","0","1","1",14.76,18.18,71,7.0015,1,TRUE,"4","5","2011","4"
"1904","2","0","1","1",13.94,17.425,81,7.0015,16,TRUE,"5","5","2011","4"
"1905","2","0","1","1",14.76,18.18,81,6.0032,82,TRUE,"6","5","2011","4"
"1906","2","0","1","1",16.4,20.455,82,0,222,TRUE,"7","5","2011","4"
"1907","2","0","1","1",17.22,21.21,77,16.9979,450,TRUE,"8","5","2011","4"
"1908","2","0","1","1",18.86,22.725,67,19.0012,188,TRUE,"9","5","2011","4"
"1909","2","0","1","2",22.14,25.76,49,22.0028,127,TRUE,"10","5","2011","4"
"1910","2","0","1","2",22.14,25.76,49,22.0028,165,TRUE,"11","5","2011","4"
"1911","2","0","1","1",22.96,26.515,49,23.9994,246,TRUE,"12","5","2011","4"
"1912","2","0","1","1",23.78,27.275,40,22.0028,253,TRUE,"13","5","2011","4"
"1913","2","0","1","1",24.6,31.06,40,30.0026,213,TRUE,"14","5","2011","4"
"1914","2","0","1","1",24.6,31.06,38,26.0027,260,TRUE,"15","5","2011","4"
"1915","2","0","1","1",24.6,31.06,40,16.9979,344,TRUE,"16","5","2011","4"
"1916","2","0","1","1",23.78,27.275,40,23.9994,553,TRUE,"17","5","2011","4"
"1917","2","0","1","3",22.14,25.76,52,23.9994,470,TRUE,"18","5","2011","4"
"1918","2","0","1","3",22.14,25.76,52,23.9994,292,TRUE,"19","5","2011","4"
"1919","2","0","1","1",21.32,25,48,7.0015,190,TRUE,"20","5","2011","4"
"1920","2","0","1","1",19.68,23.485,67,8.9981,152,TRUE,"21","5","2011","4"
"1921","2","0","1","1",18.86,22.725,72,15.0013,151,TRUE,"22","5","2011","4"
"1922","2","0","1","1",18.04,21.97,82,8.9981,120,TRUE,"23","5","2011","4"
"1923","2","0","0","1",17.22,21.21,82,8.9981,86,TRUE,"0","6","2011","4"
"1924","2","0","0","1",17.22,21.21,82,7.0015,58,TRUE,"1","6","2011","4"
"1925","2","0","0","1",17.22,21.21,82,6.0032,52,TRUE,"2","6","2011","4"
"1926","2","0","0","1",17.22,21.21,77,6.0032,18,TRUE,"3","6","2011","4"
"1927","2","0","0","1",16.4,20.455,82,7.0015,5,TRUE,"4","6","2011","4"
"1928","2","0","0","1",18.86,22.725,59,8.9981,7,TRUE,"5","6","2011","4"
"1929","2","0","0","1",17.22,21.21,77,6.0032,13,TRUE,"6","6","2011","4"
"1930","2","0","0","1",19.68,23.485,59,0,40,TRUE,"7","6","2011","4"
"1931","2","0","0","1",21.32,25,52,12.998,115,TRUE,"8","6","2011","4"
"1932","2","0","0","1",22.14,25.76,49,19.0012,218,TRUE,"9","6","2011","4"
"1933","2","0","0","1",22.96,26.515,49,19.9995,298,TRUE,"10","6","2011","4"
"1934","2","0","0","1",22.96,26.515,43,0,347,TRUE,"11","6","2011","4"
"1935","2","0","0","1",24.6,31.06,40,12.998,373,TRUE,"12","6","2011","4"
"1936","2","0","0","1",24.6,31.06,35,19.0012,436,TRUE,"13","6","2011","4"
"1937","2","0","0","3",24.6,31.06,35,11.0014,378,TRUE,"14","6","2011","4"
"1938","2","0","0","1",24.6,31.06,38,16.9979,378,TRUE,"15","6","2011","4"
"1939","2","0","0","1",24.6,31.06,38,12.998,342,TRUE,"16","6","2011","4"
"1940","2","0","0","1",23.78,27.275,40,15.0013,354,TRUE,"17","6","2011","4"
"1941","2","0","0","1",23.78,27.275,37,11.0014,289,TRUE,"18","6","2011","4"
"1942","2","0","0","1",22.96,26.515,43,12.998,267,TRUE,"19","6","2011","4"
"1943","2","0","0","1",22.96,26.515,43,8.9981,219,TRUE,"20","6","2011","4"
"1944","2","0","0","1",22.14,25.76,49,15.0013,182,TRUE,"21","6","2011","4"
"1945","2","0","0","1",22.14,25.76,49,12.998,120,TRUE,"22","6","2011","4"
"1946","2","0","0","1",20.5,24.24,59,7.0015,119,TRUE,"23","6","2011","4"
"1947","2","0","0","2",20.5,24.24,59,7.0015,100,TRUE,"0","0","2011","4"
"1948","2","0","0","2",21.32,25,55,0,64,TRUE,"1","0","2011","4"
"1949","2","0","0","1",19.68,23.485,63,0,59,TRUE,"2","0","2011","4"
"1950","2","0","0","1",18.86,22.725,72,6.0032,31,TRUE,"3","0","2011","4"
"1951","2","0","0","1",17.22,21.21,82,0,10,TRUE,"4","0","2011","4"
"1952","2","0","0","2",18.04,21.97,77,0,5,TRUE,"5","0","2011","4"
"1953","2","0","0","2",18.04,21.97,82,0,6,TRUE,"6","0","2011","4"
"1954","2","0","0","2",18.86,22.725,82,0,23,TRUE,"7","0","2011","4"
"1955","2","0","0","1",21.32,25,63,8.9981,86,TRUE,"8","0","2011","4"
"1956","2","0","0","1",22.96,26.515,52,15.0013,160,TRUE,"9","0","2011","4"
"1957","2","0","0","1",23.78,27.275,49,8.9981,244,TRUE,"10","0","2011","4"
"1958","2","0","0","1",23.78,27.275,49,6.0032,340,TRUE,"11","0","2011","4"
"1959","2","0","0","1",24.6,31.06,46,6.0032,382,TRUE,"12","0","2011","4"
"1960","2","0","0","1",24.6,31.06,49,8.9981,390,TRUE,"13","0","2011","4"
"1961","2","0","0","1",24.6,31.06,49,0,366,TRUE,"14","0","2011","4"
"1962","2","0","0","1",24.6,31.06,49,0,358,TRUE,"15","0","2011","4"
"1963","2","0","0","1",24.6,31.06,46,7.0015,385,TRUE,"16","0","2011","4"
"1964","2","0","0","3",23.78,27.275,49,19.0012,351,TRUE,"17","0","2011","4"
"1965","2","0","0","1",23.78,27.275,49,0,268,TRUE,"18","0","2011","4"
"1966","2","0","0","1",22.96,26.515,64,0,239,TRUE,"19","0","2011","4"
"1967","2","0","0","1",21.32,25,77,8.9981,174,TRUE,"20","0","2011","4"
"1968","2","0","0","1",21.32,25,77,6.0032,127,TRUE,"21","0","2011","4"
"1969","2","0","0","1",20.5,24.24,88,6.0032,115,TRUE,"22","0","2011","4"
"1970","2","0","0","1",18.86,22.725,88,6.0032,50,TRUE,"23","0","2011","4"
"1971","2","0","1","1",18.86,22.725,82,6.0032,53,TRUE,"0","1","2011","4"
"1972","2","0","1","1",18.04,21.97,88,0,33,TRUE,"1","1","2011","4"
"1973","2","0","1","1",18.04,21.97,94,0,8,TRUE,"2","1","2011","4"
"1974","2","0","1","1",18.86,22.725,82,6.0032,7,TRUE,"3","1","2011","4"
"1975","2","0","1","1",17.22,21.21,82,11.0014,4,TRUE,"4","1","2011","4"
"1976","2","0","1","1",17.22,21.21,77,11.0014,23,TRUE,"5","1","2011","4"
"1977","2","0","1","1",18.04,21.97,72,16.9979,89,TRUE,"6","1","2011","4"
"1978","2","0","1","1",19.68,23.485,63,16.9979,237,TRUE,"7","1","2011","4"
"1979","2","0","1","1",21.32,25,55,15.0013,374,TRUE,"8","1","2011","4"
"1980","2","0","1","1",22.14,25.76,56,11.0014,178,TRUE,"9","1","2011","4"
"1981","2","0","1","1",22.96,26.515,52,12.998,119,TRUE,"10","1","2011","4"
"1982","2","0","1","1",24.6,31.06,46,15.0013,125,TRUE,"11","1","2011","4"
"1983","2","0","1","1",24.6,31.06,43,12.998,195,TRUE,"12","1","2011","4"
"1984","2","0","1","1",25.42,31.06,38,19.0012,174,TRUE,"13","1","2011","4"
"1985","2","0","1","1",25.42,31.06,41,15.0013,162,TRUE,"14","1","2011","4"
"1986","2","0","1","1",25.42,31.06,41,15.0013,199,TRUE,"15","1","2011","4"
"1987","2","0","1","1",26.24,31.06,38,15.0013,304,TRUE,"16","1","2011","4"
"1988","2","0","1","1",25.42,31.06,38,16.9979,598,TRUE,"17","1","2011","4"
"1989","2","0","1","1",25.42,31.06,38,19.9995,524,TRUE,"18","1","2011","4"
"1990","2","0","1","1",23.78,27.275,43,12.998,384,TRUE,"19","1","2011","4"
"1991","2","0","1","1",22.14,25.76,49,12.998,239,TRUE,"20","1","2011","4"
"1992","2","0","1","1",21.32,25,59,8.9981,156,TRUE,"21","1","2011","4"
"1993","2","0","1","1",21.32,25,68,6.0032,116,TRUE,"22","1","2011","4"
"1994","2","0","1","1",20.5,24.24,68,6.0032,61,TRUE,"23","1","2011","4"
"1995","2","0","1","1",19.68,23.485,63,0,18,TRUE,"0","2","2011","4"
"1996","2","0","1","1",18.86,22.725,59,6.0032,15,TRUE,"1","2","2011","4"
"1997","2","0","1","1",18.04,21.97,58,8.9981,5,TRUE,"2","2","2011","4"
"1998","2","0","1","1",18.04,21.97,54,12.998,4,TRUE,"3","2","2011","4"
"1999","2","0","1","1",17.22,21.21,62,16.9979,2,TRUE,"4","2","2011","4"
"2000","2","0","1","1",16.4,20.455,66,15.0013,29,TRUE,"5","2","2011","4"
"2001","2","0","1","1",17.22,21.21,67,8.9981,112,TRUE,"6","2","2011","4"
"2002","2","0","1","2",18.04,21.97,62,8.9981,314,TRUE,"7","2","2011","4"
"2003","2","0","1","2",20.5,24.24,51,7.0015,425,TRUE,"8","2","2011","4"
"2004","2","0","1","2",21.32,25,48,7.0015,205,TRUE,"9","2","2011","4"
"2005","2","0","1","2",22.96,26.515,37,6.0032,127,TRUE,"10","2","2011","4"
"2006","2","0","1","2",22.96,26.515,43,8.9981,125,TRUE,"11","2","2011","4"
"2007","2","0","1","2",24.6,31.06,38,0,217,TRUE,"12","2","2011","4"
"2008","2","0","1","2",25.42,31.06,38,16.9979,202,TRUE,"13","2","2011","4"
"2009","2","0","1","2",25.42,31.06,33,0,176,TRUE,"14","2","2011","4"
"2010","2","0","1","2",26.24,31.06,33,6.0032,180,TRUE,"15","2","2011","4"
"2011","2","0","1","1",27.06,31.06,31,7.0015,327,TRUE,"16","2","2011","4"
"2012","2","0","1","1",26.24,31.06,33,0,611,TRUE,"17","2","2011","4"
"2013","2","0","1","1",26.24,31.06,29,8.9981,550,TRUE,"18","2","2011","4"
"2014","2","0","1","1",24.6,31.06,43,15.0013,434,TRUE,"19","2","2011","4"
"2015","2","0","1","1",22.14,25.76,60,8.9981,291,TRUE,"20","2","2011","4"
"2016","2","0","1","1",22.14,25.76,52,0,203,TRUE,"21","2","2011","4"
"2017","2","0","1","1",21.32,25,55,7.0015,150,TRUE,"22","2","2011","4"
"2018","2","0","1","2",21.32,25,59,8.9981,81,TRUE,"23","2","2011","4"
"2019","2","0","1","2",21.32,25,55,8.9981,38,TRUE,"0","3","2011","4"
"2020","2","0","1","2",20.5,24.24,59,7.0015,20,TRUE,"1","3","2011","4"
"2021","2","0","1","1",21.32,25,59,0,10,TRUE,"2","3","2011","4"
"2022","2","0","1","1",20.5,24.24,63,15.0013,3,TRUE,"3","3","2011","4"
"2023","2","0","1","2",19.68,23.485,88,8.9981,2,TRUE,"4","3","2011","4"
"2024","2","0","1","1",18.86,22.725,88,8.9981,20,TRUE,"5","3","2011","4"
"2025","2","0","1","1",18.86,22.725,82,8.9981,99,TRUE,"6","3","2011","4"
"2026","2","0","1","1",19.68,23.485,72,12.998,318,TRUE,"7","3","2011","4"
"2027","2","0","1","1",19.68,23.485,77,16.9979,442,TRUE,"8","3","2011","4"
"2028","2","0","1","1",21.32,25,72,8.9981,203,TRUE,"9","3","2011","4"
"2029","2","0","1","1",22.14,25.76,68,6.0032,154,TRUE,"10","3","2011","4"
"2030","2","0","1","1",22.96,26.515,64,6.0032,141,TRUE,"11","3","2011","4"
"2031","2","0","1","1",24.6,31.06,56,0,226,TRUE,"12","3","2011","4"
"2032","2","0","1","1",25.42,31.06,50,0,193,TRUE,"13","3","2011","4"
"2033","2","0","1","1",25.42,31.06,53,6.0032,177,TRUE,"14","3","2011","4"
"2034","2","0","1","1",26.24,31.06,41,0,179,TRUE,"15","3","2011","4"
"2035","2","0","1","1",27.06,31.06,39,0,289,TRUE,"16","3","2011","4"
"2036","2","0","1","1",26.24,31.06,47,7.0015,259,TRUE,"17","3","2011","4"
"2037","2","0","1","1",25.42,31.06,50,19.9995,274,TRUE,"18","3","2011","4"
"2038","2","0","1","1",22.96,26.515,52,8.9981,401,TRUE,"19","3","2011","4"
"2039","2","0","1","1",22.14,25.76,64,8.9981,273,TRUE,"20","3","2011","4"
"2040","2","0","1","1",22.14,25.76,60,0,234,TRUE,"21","3","2011","4"
"2041","2","0","1","1",20.5,24.24,72,16.9979,146,TRUE,"22","3","2011","4"
"2042","2","0","1","1",18.86,22.725,88,16.9979,81,TRUE,"23","3","2011","4"
"2043","2","0","1","2",18.86,22.725,88,15.0013,44,TRUE,"0","4","2011","4"
"2044","2","0","1","1",18.86,22.725,88,15.0013,17,TRUE,"1","4","2011","4"
"2045","2","0","1","1",18.04,21.97,94,12.998,15,TRUE,"2","4","2011","4"
"2046","2","0","1","1",18.04,21.97,88,8.9981,5,TRUE,"3","4","2011","4"
"2047","2","0","1","1",17.22,21.21,94,0,6,TRUE,"4","4","2011","4"
"2048","2","0","1","1",17.22,21.21,94,8.9981,29,TRUE,"5","4","2011","4"
"2049","2","0","1","1",18.04,21.97,88,0,112,TRUE,"6","4","2011","4"
"2050","2","0","1","1",18.86,22.725,88,8.9981,297,TRUE,"7","4","2011","4"
"2051","2","0","1","1",19.68,23.485,82,12.998,421,TRUE,"8","4","2011","4"
"2052","2","0","1","2",20.5,24.24,77,19.0012,212,TRUE,"9","4","2011","4"
"2053","2","0","1","2",22.14,25.76,68,15.0013,147,TRUE,"10","4","2011","4"
"2054","2","0","1","1",23.78,27.275,60,15.0013,179,TRUE,"11","4","2011","4"
"2055","2","0","1","1",23.78,27.275,60,15.0013,207,TRUE,"12","4","2011","4"
"2056","2","0","1","2",25.42,31.06,57,19.9995,218,TRUE,"13","4","2011","4"
"2057","2","0","1","2",25.42,30.305,61,15.0013,191,TRUE,"14","4","2011","4"
"2058","2","0","1","2",26.24,31.06,53,16.9979,217,TRUE,"15","4","2011","4"
"2059","2","0","1","2",26.24,31.06,57,16.9979,288,TRUE,"16","4","2011","4"
"2060","2","0","1","2",26.24,31.06,57,12.998,594,TRUE,"17","4","2011","4"
"2061","2","0","1","1",25.42,30.305,69,15.0013,527,TRUE,"18","4","2011","4"
"2062","2","0","1","2",24.6,30.305,64,12.998,364,TRUE,"19","4","2011","4"
"2063","2","0","1","1",24.6,30.305,64,12.998,276,TRUE,"20","4","2011","4"
"2064","2","0","1","1",22.96,26.515,83,8.9981,223,TRUE,"21","4","2011","4"
"2065","2","0","1","1",22.14,25.76,83,12.998,172,TRUE,"22","4","2011","4"
"2066","2","0","1","2",22.14,25.76,77,12.998,103,TRUE,"23","4","2011","4"
"2067","2","0","1","2",21.32,25,83,11.0014,52,TRUE,"0","5","2011","4"
"2068","2","0","1","1",21.32,25,83,11.0014,20,TRUE,"1","5","2011","4"
"2069","2","0","1","2",20.5,24.24,88,8.9981,11,TRUE,"2","5","2011","4"
"2070","2","0","1","2",20.5,24.24,88,8.9981,4,TRUE,"3","5","2011","4"
"2071","2","0","1","3",20.5,24.24,88,11.0014,5,TRUE,"4","5","2011","4"
"2072","2","0","1","2",20.5,24.24,88,12.998,25,TRUE,"5","5","2011","4"
"2073","2","0","1","3",20.5,24.24,88,8.9981,82,TRUE,"6","5","2011","4"
"2074","2","0","1","3",20.5,24.24,88,11.0014,157,TRUE,"7","5","2011","4"
"2075","2","0","1","2",20.5,24.24,88,12.998,387,TRUE,"8","5","2011","4"
"2076","2","0","1","2",20.5,24.24,88,12.998,233,TRUE,"9","5","2011","4"
"2077","2","0","1","2",21.32,25,83,8.9981,130,TRUE,"10","5","2011","4"
"2078","2","0","1","2",21.32,25,83,11.0014,146,TRUE,"11","5","2011","4"
"2079","2","0","1","2",21.32,25,88,12.998,223,TRUE,"12","5","2011","4"
"2080","2","0","1","2",21.32,25,88,26.0027,226,TRUE,"13","5","2011","4"
"2081","2","0","1","2",21.32,25,87,19.0012,190,TRUE,"14","5","2011","4"
"2082","2","0","1","2",21.32,25,88,11.0014,198,TRUE,"15","5","2011","4"
"2083","2","0","1","2",21.32,25,88,8.9981,300,TRUE,"16","5","2011","4"
"2084","2","0","1","3",21.32,25,88,11.0014,491,TRUE,"17","5","2011","4"
"2085","2","0","1","3",21.32,25,88,11.0014,398,TRUE,"18","5","2011","4"
"2086","2","0","1","2",21.32,25,83,12.998,270,TRUE,"19","5","2011","4"
"2087","2","0","1","2",21.32,25,83,8.9981,152,TRUE,"20","5","2011","4"
"2088","2","0","1","2",21.32,25,84,11.0014,154,TRUE,"21","5","2011","4"
"2089","2","0","1","2",21.32,25,83,15.0013,132,TRUE,"22","5","2011","4"
"2090","2","0","1","3",20.5,24.24,88,11.0014,119,TRUE,"23","5","2011","4"
"2091","2","0","0","2",20.5,24.24,88,8.9981,102,TRUE,"0","6","2011","4"
"2092","2","0","0","2",20.5,24.24,88,8.9981,82,TRUE,"1","6","2011","4"
"2093","2","0","0","2",20.5,24.24,88,8.9981,52,TRUE,"2","6","2011","4"
"2094","2","0","0","2",20.5,24.24,88,8.9981,35,TRUE,"3","6","2011","4"
"2095","2","0","0","2",20.5,24.24,82,11.0014,5,TRUE,"4","6","2011","4"
"2096","2","0","0","2",20.5,24.24,82,7.0015,14,TRUE,"5","6","2011","4"
"2097","2","0","0","2",20.5,24.24,88,7.0015,11,TRUE,"6","6","2011","4"
"2098","2","0","0","3",19.68,23.485,100,0,32,TRUE,"7","6","2011","4"
"2099","2","0","0","3",20.5,24.24,94,0,88,TRUE,"8","6","2011","4"
"2100","2","0","0","2",21.32,25,94,6.0032,100,TRUE,"9","6","2011","4"
"2101","2","0","0","2",21.32,25,94,11.0014,167,TRUE,"10","6","2011","4"
"2102","2","0","0","2",21.32,25,94,8.9981,279,TRUE,"11","6","2011","4"
"2103","2","0","0","3",21.32,25,100,6.0032,279,TRUE,"12","6","2011","4"
"2104","2","0","0","3",21.32,25,100,6.0032,248,TRUE,"13","6","2011","4"
"2105","2","0","0","2",22.14,25.76,94,8.9981,216,TRUE,"14","6","2011","4"
"2106","2","0","0","2",22.14,25.76,94,11.0014,294,TRUE,"15","6","2011","4"
"2107","2","0","0","2",22.14,25.76,94,12.998,295,TRUE,"16","6","2011","4"
"2108","2","0","0","2",22.96,26.515,88,12.998,272,TRUE,"17","6","2011","4"
"2109","2","0","0","2",22.96,26.515,88,15.0013,304,TRUE,"18","6","2011","4"
"2110","2","0","0","3",22.14,25.76,94,8.9981,248,TRUE,"19","6","2011","4"
"2111","2","0","0","3",22.14,25.76,94,8.9981,157,TRUE,"20","6","2011","4"
"2112","2","0","0","3",22.14,25.76,94,15.0013,59,TRUE,"21","6","2011","4"
"2113","2","0","0","3",22.14,25.76,94,11.0014,26,TRUE,"22","6","2011","4"
"2114","2","0","0","3",21.32,25,100,12.998,44,TRUE,"23","6","2011","4"
"2115","2","0","0","2",21.32,25,100,0,39,TRUE,"0","0","2011","4"
"2116","2","0","0","2",21.32,25,100,7.0015,47,TRUE,"1","0","2011","4"
"2117","2","0","0","2",21.32,25,100,8.9981,50,TRUE,"2","0","2011","4"
"2118","2","0","0","2",21.32,25,100,0,32,TRUE,"3","0","2011","4"
"2119","2","0","0","2",21.32,25,100,0,13,TRUE,"4","0","2011","4"
"2120","2","0","0","3",21.32,25,100,7.0015,14,TRUE,"5","0","2011","4"
"2121","2","0","0","2",21.32,25,100,8.9981,17,TRUE,"6","0","2011","4"
"2122","2","0","0","2",21.32,25,100,8.9981,42,TRUE,"7","0","2011","4"
"2123","2","0","0","2",22.14,25.76,94,8.9981,70,TRUE,"8","0","2011","4"
"2124","2","0","0","1",23.78,27.275,83,16.9979,134,TRUE,"9","0","2011","4"
"2125","2","0","0","1",23.78,27.275,83,15.0013,226,TRUE,"10","0","2011","4"
"2126","2","0","0","1",24.6,28.79,78,15.0013,322,TRUE,"11","0","2011","4"
"2127","2","0","0","1",25.42,29.545,73,19.9995,367,TRUE,"12","0","2011","4"
"2128","2","0","0","1",25.42,29.545,73,19.0012,456,TRUE,"13","0","2011","4"
"2129","2","0","0","1",26.24,30.305,73,12.998,437,TRUE,"14","0","2011","4"
